Description,Original_Price,Sale_Price,Rating,Review_count,URL
"New world 6 Pairs/12 PCS Thumb Grips for PS5 PS4 , Silicone Analog Controller Joystick Thumb Stick Cap Thumb Grips Cover for PS4 PS5 Xbox Series Switch PRO PS3 PS2 Xbox One/360 Game Controller",₹499,₹332,5.0,(2),http://amazon.in/New-Silicone-Analog-Controller-Joystick/dp/B09Q1L4R7T/ref=sr_1_262?crid=13LMAMNW5PMHP&keywords=games+ps4&qid=1671535662&sprefix=video+games%2Caps%2C229&sr=8-262
Doom Eternal (Free PS5 Upgrade),"₹2,999","₹1,344",4.3,(155),http://amazon.in/Bethesda-Doom-Eternal-PS4/dp/B07DRS8C91/ref=sr_1_263?crid=13LMAMNW5PMHP&keywords=games+ps4&qid=1671535662&sprefix=video+games%2Caps%2C229&sr=8-263
"NiTHO Drive PRO One Gaming Racing Wheel with Separate Shifter and Pedals, Zero Dead Zone Steering Wheel with 28 Action Buttons, Compatible with PC/PS4/PS3/Xbox One/Xbox Series X|S/Nintendo Switch","₹14,000","₹9,999",3.7,(8),http://amazon.in/Separate-Shifter-Steering-Compatible-Nintendo/dp/B0B7RKNDKS/ref=sr_1_264?crid=13LMAMNW5PMHP&keywords=games+ps4&qid=1671535662&sprefix=video+games%2Caps%2C229&sr=8-264
FIFA 21 Ultimate Edition (PS4),"₹6,499","₹1,999",4.6,(54),http://amazon.in/FIFA-21-Ultimate-Edition-PS4/dp/B08BJ7DLP8/ref=sr_1_265?crid=13LMAMNW5PMHP&keywords=games+ps4&qid=1671535662&sprefix=video+games%2Caps%2C229&sr=8-265
UBI Soft Tom Clancy's Ghost Recon Breakpoint (PS4)+New World PS4 Controller Wired Controller for PS4 Playstation 4 Dual Vibration Shock Joystick Gamepad for PS4/PS4 Slim/PS4 Pro and with touchpad,"₹2,998","₹2,463",,,http://amazon.in/UBI-Soft-Breakpoint-Controller-Playstation/dp/B0BN3FJJ2T/ref=sr_1_266?crid=13LMAMNW5PMHP&keywords=games+ps4&qid=1671535662&sprefix=video+games%2Caps%2C229&sr=8-266
"Elton PS4 Controller Designer 3M Skin for Sony PlayStation 4 , PS4 Slim , PS4 Pro DualShock Remote Wireless Controller (set of two Controllers Skin) - Harry Potter [video game]",₹299,₹249,,,http://amazon.in/Controller-Designer-PlayStation-DualShock-Controllers/dp/B078NV3W8S/ref=sr_1_267?crid=13LMAMNW5PMHP&keywords=games+ps4&qid=1671535662&sprefix=video+games%2Caps%2C229&sr=8-267
Call of Duty: Vanguard (Free PS5 Upgrade) (PS4) - PlayStation 4,"₹3,999","₹3,212",3.2,(16),http://amazon.in/Call-Duty-Vanguard-Upgrade-PlayStation/dp/B09DBK3QM4/ref=sr_1_268?crid=13LMAMNW5PMHP&keywords=games+ps4&qid=1671535662&sprefix=video+games%2Caps%2C229&sr=8-268
ACTIVISION Call of Duty: Black Ops III (Ps4),"₹4,999","₹1,950",4.6,"(4,154)",http://amazon.in/ACTIVISION-Call-Duty-Black-Ops/dp/B00W1HIVAQ/ref=sr_1_269?crid=13LMAMNW5PMHP&keywords=games+ps4&qid=1671535662&sprefix=video+games%2Caps%2C229&sr=8-269
UFC 3 (PS4),"₹3,999","₹1,880",4.3,"(2,420)",http://amazon.in/Electronic-Arts-220753-UFC-PS4/dp/B0777SJJ4V/ref=sr_1_270?crid=13LMAMNW5PMHP&keywords=games+ps4&qid=1671535662&sprefix=video+games%2Caps%2C229&sr=8-270
"IFYOO PS4 Wireless Controller Gamepad Compatible with Mobile Games MFi Games for iPhone/iPad(iOS 13 or Above), Mac OS, Android(Ver. 10 or Above) Phone/Tablet/TV, for Playstation 4, Slim, Pro - Black","₹12,123","₹9,123",3.6,(791),http://amazon.in/IFYOO-Wireless-Controller-Compatible-Playstation/dp/B088LYX6K4/ref=sr_1_271?crid=13LMAMNW5PMHP&keywords=games+ps4&qid=1671535662&sprefix=video+games%2Caps%2C229&sr=8-271
LEGO Star Wars: The Skywalker Saga (PS4),"₹3,499","₹3,038.05",3.7,(12),http://amazon.in/LEGO-Star-Wars-Skywalker-Saga/dp/B09SZVGP6T/ref=sr_1_272?crid=13LMAMNW5PMHP&keywords=games+ps4&qid=1671535662&sprefix=video+games%2Caps%2C229&sr=8-272
Project Cars 2 (PS4),"₹1,499",₹949,3.7,(134),http://amazon.in/Namco-Project-Cars-2-PS4/dp/B0754VP2VS/ref=sr_1_273?crid=13LMAMNW5PMHP&keywords=games+ps4&qid=1671535664&sprefix=video+games%2Caps%2C229&sr=8-273
HIDEit PS4 Wall Mount + (2) Controller Mount (Bundle) | Made in the USA,"₹17,000","₹8,500",4.6,"(1,765)",http://amazon.in/HIDEit-Wall-Mount-Controller-Bundle/dp/B01KU8QAOQ/ref=sr_1_274?crid=13LMAMNW5PMHP&keywords=games+ps4&qid=1671535664&sprefix=video+games%2Caps%2C229&sr=8-274
"DARAHS AC Power Cord Compatible For Sony PS5 / PS4 Slim / PS3, Compatible for Xbox Series S/ Xbox Series X/ Xbox One S/X Game Console Supply Cable Replacement(1.8 Meter), (Black)",₹799,₹288,4.1,(10),http://amazon.in/DARAHS-Compatible-Console-Supply-Replacement/dp/B09B2C8PJX/ref=sr_1_276?crid=13LMAMNW5PMHP&keywords=games+ps4&qid=1671535664&sprefix=video+games%2Caps%2C229&sr=8-276
Dragon Ball Fighter Z,"₹2,499","₹1,489",4.7,"(3,075)",http://amazon.in/Dragon-Ball-Fighterz-PlayStation-4/dp/B0793GS8NL/ref=sr_1_277?crid=13LMAMNW5PMHP&keywords=games+ps4&qid=1671535664&sprefix=video+games%2Caps%2C229&sr=8-277
NieR:Automata Game of the YoRHa Edition (PS4),"₹1,999","₹1,676",4.8,(12),http://amazon.in/NieR-Automata-Game-YoRHa-PS4/dp/B08LWV2S5Q/ref=sr_1_278?crid=13LMAMNW5PMHP&keywords=games+ps4&qid=1671535664&sprefix=video+games%2Caps%2C229&sr=8-278
Project CARS Game of the Year Edition PS4,"₹3,999","₹3,499",4.3,(5),http://amazon.in/Project-CARS-Game-Year-PS4/dp/B01DZG764S/ref=sr_1_279?crid=13LMAMNW5PMHP&keywords=games+ps4&qid=1671535664&sprefix=video+games%2Caps%2C229&sr=8-279
Analog Extenders Thumbstick Joystick Cap Thumb Grips for Playstation 4 for PS4 Joystick Xbox360 Controller 2pcs,₹499,₹398,3.1,(69),http://amazon.in/New-World-Extenders-Thumbstick-Controller/dp/B01BEA6XUA/ref=sr_1_280?crid=13LMAMNW5PMHP&keywords=games+ps4&qid=1671535664&sprefix=video+games%2Caps%2C229&sr=8-280
MrDeal Studded Dots Silicone Rubber Gel Customizing Cover for PS4/slim/Pro Dualshock 4 Controller x 1(Red&Blue) with Thumb Grips x 2 [video game],₹990,₹249,3.9,(32),http://amazon.in/Studded-Silicone-Customizing-Dualshock-Controller/dp/B0967RL7W2/ref=sr_1_281?crid=13LMAMNW5PMHP&keywords=games+ps4&qid=1671535664&sprefix=video+games%2Caps%2C229&sr=8-281
Fast & Furious Crossroads (PS4),"₹3,999","₹2,199",3.9,(14),http://amazon.in/Namco-Fast-Furious-Crossroads-PS4/dp/B08D8694WF/ref=sr_1_282?crid=13LMAMNW5PMHP&keywords=games+ps4&qid=1671535664&sprefix=video+games%2Caps%2C229&sr=8-282
AO Tennis 2 - PS4,"₹3,999","₹3,722",3.8,(171),http://amazon.in/AO2-PS4-AO-Tennis-2-PS4/dp/B082869BW6/ref=sr_1_283?crid=13LMAMNW5PMHP&keywords=games+ps4&qid=1671535664&sprefix=video+games%2Caps%2C229&sr=8-283
Assassin's Creed Syndicate (PS4),"₹1,499","₹1,258",4.5,"(2,618)",http://amazon.in/3307215893081-Assassins-Creed-Syndicate-PS4/dp/B00XHS0NYU/ref=sr_1_284?crid=13LMAMNW5PMHP&keywords=games+ps4&qid=1671535664&sprefix=video+games%2Caps%2C229&sr=8-284
Sony PS4 Ghost of Tsushima (PS4)+WB Games Hitman 2 (PS4),"₹4,498","₹2,712",5.0,(1),http://amazon.in/Sony-Ghost-Tsushima-Games-Hitman/dp/B08NRS8RMD/ref=sr_1_285?crid=13LMAMNW5PMHP&keywords=games+ps4&qid=1671535664&sprefix=video+games%2Caps%2C229&sr=8-285
The Crew Ultimate Edition - PlayStation 4 Ultimate Edition,"₹3,999","₹1,499",4.2,(342),http://amazon.in/Crew-Ultimate-PlayStation/dp/B01KGR9QJM/ref=sr_1_286?crid=13LMAMNW5PMHP&keywords=games+ps4&qid=1671535664&sprefix=video+games%2Caps%2C229&sr=8-286
"NBA 2K21 - Bonus* :5000 VC, 2 MyTEAM Promo Packs","₹2,499","₹1,870",4.2,(123),http://amazon.in/NBA-2K21-Bonus-MyTEAM-Promo/dp/B08CFKRV9X/ref=sr_1_287?crid=13LMAMNW5PMHP&keywords=games+ps4&qid=1671535664&sprefix=video+games%2Caps%2C229&sr=8-287
Pro Evolution Soccer 2020 (PS4),"₹1,999",₹995,4.5,"(3,238)",http://amazon.in/Konami-225056-eFootball-PES-2020/dp/B07VG8Y9C7/ref=sr_1_288?crid=13LMAMNW5PMHP&keywords=games+ps4&qid=1671535664&sprefix=video+games%2Caps%2C229&sr=8-288
Dualshock 4 Wireless Controller for Playstation 4 - Black V2&Marvel's Spider Man (PS4) - Game of the Year Edition (PS4),"₹8,049","₹5,788",4.6,"(2,745)",http://amazon.in/Sony-Spider-Man-Dualshock-Controller-Playstation/dp/B08D3ML5T5/ref=sr_1_292?crid=13LMAMNW5PMHP&keywords=games+ps4&qid=1671535667&sprefix=video+games%2Caps%2C229&sr=8-292
NBA 2K23 | Standard Edition | PlayStation 4 (PS4),"₹3,999","₹2,299",4.5,(2),http://amazon.in/NBA-2K23-Standard-PlayStation-PS4/dp/B0BBLYLWT2/ref=sr_1_293?crid=13LMAMNW5PMHP&keywords=games+ps4&qid=1671535667&sprefix=video+games%2Caps%2C229&sr=8-293
The Dark Pictures Anthology: Man of Medan (PS4),"₹2,499","₹1,439",4.0,(31),http://amazon.in/Dark-Pictures-Anthology-Man-Medan/dp/B07V83GY2B/ref=sr_1_294?crid=13LMAMNW5PMHP&keywords=games+ps4&qid=1671535667&sprefix=video+games%2Caps%2C229&sr=8-294
Blood and Truth VR (PS4),"₹2,799","₹2,280",4.4,(44),http://amazon.in/Blood-and-Truth-VR-PS4/dp/B07S84W9BY/ref=sr_1_295?crid=13LMAMNW5PMHP&keywords=games+ps4&qid=1671535667&sprefix=video+games%2Caps%2C229&sr=8-295
"PC Racing Wheel, PXN V3II 180 Degree Universal Usb Car Sim Race Steering Wheel with Pedals for PS3, PS4, Xbox One,Nintendo Switch (Orange)ââ‚¬¦","₹6,355","₹6,255",4.2,"(1,421)",http://amazon.in/PC-Racing-Universal-Steering-Nintendo/dp/B07XJ29YXL/ref=sr_1_296?crid=13LMAMNW5PMHP&keywords=games+ps4&qid=1671535667&sprefix=video+games%2Caps%2C229&sr=8-296
Assassin's Creed IV: Black Flag (PS4),"₹1,299","₹1,295",4.5,(233),http://amazon.in/Assassins-Creed-IV-Black-Flag/dp/B00I2ORWZM/ref=sr_1_297?crid=13LMAMNW5PMHP&keywords=games+ps4&qid=1671535667&sprefix=video+games%2Caps%2C229&sr=8-297
Eastern Eagle 6 Pairs/12 PCS Replacement Silicone Analog Controller Joystick Luminous Thumb Stick Grips Caps Cover for PS4 PS3 PS2 Xbox One/360 Game Controller,₹999,₹268,3.8,(80),http://amazon.in/Eastern-Replacement-Silicone-Controller-Joystick/dp/B0966WCRMB/ref=sr_1_298?crid=13LMAMNW5PMHP&keywords=games+ps4&qid=1671535667&sprefix=video+games%2Caps%2C229&sr=8-298
A Way Out (PS4)- Multiplayer online only game,"₹2,999","₹2,390",4.3,(955),http://amazon.in/Way-Multiplayer-online-only-game/dp/B077Y5M9MK/ref=sr_1_299?crid=13LMAMNW5PMHP&keywords=games+ps4&qid=1671535667&sprefix=video+games%2Caps%2C229&sr=8-299
"PS4 Wireless Controller Bluetooth Wireless Controller Gamepad Joystick For PS4 Fat PS4 Slim PS4 PRO Playstation 4 console with Six-axis Sensor Dual Vibration Touchpad, headset jack","₹2,999","₹2,130.61",3.3,(34),http://amazon.in/Wireless-Controller-Bluetooth-Playstation-Vibration/dp/B08XYXJDXM/ref=sr_1_300?crid=13LMAMNW5PMHP&keywords=games+ps4&qid=1671535667&sprefix=video+games%2Caps%2C229&sr=8-300
AJ Gaming - Just Cause 2 Action Adventure Full Edition Single Player PC Game (Full Edition) (for PC),₹999,₹399,,,http://amazon.in/AJ-Gaming-Action-Adventure-Single/dp/B0936PQ44C/ref=sr_1_301?crid=13LMAMNW5PMHP&keywords=games+ps4&qid=1671535667&sprefix=video+games%2Caps%2C229&sr=8-301
Dragon Ball: Xenoverse 2 (PS4),"₹2,499","₹1,855",4.3,(8),http://amazon.in/Dragon-Ball-Xenoverse-2-PS4/dp/B01M3YOQ7K/ref=sr_1_302?crid=13LMAMNW5PMHP&keywords=games+ps4&qid=1671535667&sprefix=video+games%2Caps%2C229&sr=8-302
"New world for PS4 Wireless Controller for PS4 Wireless Gamepad Joystick Controller for PS4 Playstation 4/Pro/Slim/PC and Laptop with Motion Motors and Audio Function, Mini LED Indicator, USB Cable and Anti-Slip - Blue","₹2,990","₹2,023",3.3,(13),http://amazon.in/Controller-New-World-Playstation-Indicator/dp/B084QC4H7Y/ref=sr_1_303?crid=13LMAMNW5PMHP&keywords=games+ps4&qid=1671535667&sprefix=video+games%2Caps%2C229&sr=8-303
Elton Dragon Ball Z Hero Theme 3M Skin Sticker Cover for PS4 Slim Console and Controllers [video game],₹629,₹579,5.0,(1),http://amazon.in/Elton-Dragon-Sticker-Console-Controllers/dp/B0793QRWKM/ref=sr_1_305?crid=13LMAMNW5PMHP&keywords=games+ps4&qid=1671535670&sprefix=video+games%2Caps%2C229&sr=8-305
Don Bradman Cricket 17 (Ps4),"₹2,499","₹1,519",3.9,(309),http://amazon.in/Don-Bradman-Cricket-17-Ps4/dp/B01MXMG1A9/ref=sr_1_306?crid=13LMAMNW5PMHP&keywords=games+ps4&qid=1671535670&sprefix=video+games%2Caps%2C229&sr=8-306
